Timestamp,نام؟  (می توانید نام مستعار بگذارید الزامی به اسم واقعی نیست),سن؟,جنسیت؟,تعداد اعضای خانوار؟ (تعداد عضوی از خانواده که با هم در یک خانه زندگی میکنید),وضعیت تاهل؟,سطح تحصیلات؟,شغل؟,میانگین درآمد ماهیانه خانواده؟,تعداد اتومبیل های خانواده؟,آیا خودتان گواهی نامه رانندگی دارید؟,1- به جز خودتان،چند نفر در خانواده تان گواهی رانندگی دارند؟,2- چه مدل خودروهایی اغلب اوقات می رانید یا تمایل دارید؟,3- خودتان خودروی شخصی دارید؟,آیا قصد خرید خودرو در یکسال آینده را دارید(خرید به علت نیاز به اتومبیل نه  سرمایه گذاری)؟,4- چه مقدار معمولا سوار اتومبیل یا تاکسی می شوید؟,5- چه مقدار معمولا از وسایل نقلیه عمومی مانند اتوبوس و مترو برای انجام امور روزانه استفاده می‌کنید؟,6- چه مقدار معمولا از دوچرخه شخصی برای انجام امور روزانه استفاده می کنید؟,7- چه مقدار معمولا از دوچرخه عمومی یا اشتراکی شهرداری برای انجام امور روزانه استفاده می‌کنید؟,8- روزانه به طور متوسط چند کیلومتر سوار خودرو شخصی یا وسایل نقلیه عمومی می‌شوید؟,9- ترجیح می‌دهید تا مقصد مورد نظرتان خودتان رانندگی کنید؟,10- با روش اشتراک گذاری خودرو (Car sharing) چه مقدار آشنایی داشتید؟ (قبل از خواندن توضیح),11- بعد از خواندن توضیحات اشتراک‌گذاری خودرو، ‌چه مقدار علاقه‌مند به استفاده از این روش هستید؟ ,12- روش اشتراک گذاری خودرو در کاهش آلودگی محیط زیست موثر است. چه مقدار مسایل محیط‌زیستی برای شما اهمیت دارد و حاضر هستید برای آن هزینه بیشتری بپردازید‌، زیرا خودروهای کم مصرف و برقی ممکن است کرایه بالاتری داشته باشند؟ ,13- آیا وقتی سیستم اشتراک گذاری خودرو اجرایی شد، تمایل دارید خودروی شخصی خود را بفروشید؟,14- آیا تمایل دارید خودروی خود را در سرویس‌های اشتراک‌گذاری خودرو قرار دهید و کسب درآمد کنید؟  ,در سوال 14 اگر جوابتان خیر است دلیلش را مختصرا توضیح دهید,15- در صورت استفاده از روش کارشیرینگ، ترجیح می‌دهید هزینه عضویت سالیانه پرداخت کنید(مثلا حدود 200 هزار تومان) و در استفاده‌های روزانه تخفیف بگیرید یا بدون حق عضویت، هزینه هر سفر را پرداخت کنید؟(فرض کنید تخفیف برای هرسفر 25% قیمت عادی باشد),16- کدام روش محاسبه کرایه خودرو را ترجیح می‌دهید؟  ,بیشترین هزینه‌ای که برای کرایه ساعتی حاضر به پرداخت هستید، چقدر است؟,بیشترین هزینه‌ای که برای کرایه بر اساس 10 کیلومتر مسافت طی شده، حاضر به پرداخت هستید، چقدر است؟,17- کدام روش رزرو کردن خودرو را ترجیح می‌دهید؟,18- حداکثر چه زمانی تحمل برای در دسترس شدن خودرو در مکان های مشخص شده  دارید؟,19- حداکثر مسافتی که برای رسیدن به خودرو حاضر هستید پیاده روی کنید چقدر است؟,20- اگر فاصله خودرو بیشتر از این مقادیر بود ترجیح می‌دهید چگونه تا خودروی رزروی بروید؟,21- بیشترین نگرانی های شما در استفاده از خودروی اشتراکی چیست؟(چند گزینه قابل انتخاب است),در سوال قبلی اگر پاسختان در گزینه ها نیست، آن را بنویسید ,اگردر قسمت قبلی جوابتان (بله) است. فرض کنید سیستم اشتراک گذاری خودرو به درستی اجرایی شود،آیا ممکن است از خرید خودروی جدید منصرف شوید؟,,22- اگر در مقصدتان جای پارک خودرو نباشد یا به سختی پیدا شود ، چه مقدار تمایل به استفاده از خودروی شخصی برای رفتن به آن مقصد دارید؟,ممنون از کمک بزرگی که به انجام این پروژه کردین
12/3/2018 0:00:09,سید سینا مهری,25-35,مرد,3 نفر,متاهل,فوق لیسانس,دانشجو,بین 1.5 تا 3 ملیون تومان,1,بله,1,سدان,بله,خیر,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 20 تا 30,خیر,کاملا آشنایی داشتم,ندارم,متوسط,خیر,خیر,"Personally believe that car sharing is not an encouragement in line with using public transportation means. Also, the monetary cost of using this system is more than public trabsportation means and just points the wealthy people in a community. Accordingly, convincing rich people to use of this system is more difficult. Moreover, a very low portion of a community is dedicated to reach people and even we attract them, the traffic congestion and air pollution problems will be remained unsolved.",هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, دور بودن خودروهای در دسترس",,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 0:02:28,مهرزاد,25-35,زن,3 نفر,مجرد,فوق لیسانس,شاغل پاره وقت,بین 1.5 تا 3 ملیون تومان,1,بله,2,سدان,بله,خیر,سه تا چهار بار در هفته,سه تا چهار بار در هفته,به ندرت (ماهی یک یا دو بار),,بین 20 تا 30,خیر,کاملا آشنایی داشتم,خیلی زیاد,خیلی زیاد,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 0:08:15,عداا,25-35,مرد,تنها زندگی میکنم,مجرد,فوق لیسانس,بیکار,بین 1.5 تا 3 ملیون تومان,2,بله,4 وبیشتر,شاسی بلند,بله,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 30 تا 40,خیر,تا حدودی آشنایی داشتم,کم,خیلی زیاد,خیر,خیر,مسائل بهداشتی,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",مسائل بهداشتی,,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/3/2018 0:10:21,دانیال,25-35,مرد,5 نفر و بیشتر,مجرد,فوق لیسانس,سرباز,بین 3 تا 6ملیون تومان,1,بله,4 وبیشتر,سدان,خیر,خیر,یکبار یا دوبار در هفته,یکبار یا دوبار در هفته,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,میترسم خودروی من را خراب کنند,هزینه هر سفر بدون تخفیف,بر اساس زمان(ساعت),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,25 دقیقه و بیشتر,حدود 1 کیلومتر,تاکسی,"بالا بودن هزینه کرایه, تصادف",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 1:27:47,حبیب,25-35,مرد,3 نفر,مجرد,فوق لیسانس,بیکار,بین 1.5 تا 3 ملیون تومان,2,بله,1,سدان,خیر,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,به ندرت (ماهی یک یا دو بار),سه تا چهار بار در هفته,سوار نمی شوم,بین 20 تا 30,بله,تا حدودی آشنایی داشتم,متوسط,متوسط,خیر,بله,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,پیاده روی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 4:43:43,جواد,18-25,مرد,4 نفر,مجرد,لیسانس,شاغل تمام وقت,بین 6 تا 15 ملیون تومان,1,بله,1,هاچ بک,خیر,خیر,یکبار یا دوبار در هفته,اکثر روزها,به ندرت (ماهی یک یا دو بار),سوار نمی شوم,بین 10 تا 20,خیر,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,هنوز با سرویس اشنایی ندارم,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 15 دقیقه,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 6:35:45,Sali,25-35,مرد,4 نفر,مجرد,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,بله,4 وبیشتر,سدان,بله,خیر,سه تا چهار بار در هفته,یکبار یا دوبار در هفته,یکبار یا دوبار در هفته,سوار نمی شوم,کمتر از 10,بله,تا حدودی آشنایی داشتم,کم,زیاد,خیر,خیر,خرابش ميكنن,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,کنسل می‌کنم,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, دور بودن خودروهای در دسترس",,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/3/2018 8:27:25,جلیل,25-35,مرد,تنها زندگی میکنم,مجرد,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,4 وبیشتر,سدان,بله,بله,یکبار یا دوبار در هفته,اکثر روزها,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,متوسط,زیاد,خیر,خیر,من خودرو را برای راحتی استفاده میکنم نه درامدزایی,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,حدود 45 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 1 کیلومتر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 10:25:05,وحید,35-45,مرد,4 نفر,متاهل,لیسانس,موارد دیگر,بین 6 تا 15 ملیون تومان,1,بله,1,سدان,بله,بله,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 30 تا 40,بله,تا حدودی آشنایی داشتم,زیاد,کم,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,کنسل می‌کنم,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 10:31:53,سعید,بالای 45,مرد,4 نفر,متاهل,لیسانس,موارد دیگر,بین 1.5 تا 3 ملیون تومان,1,بله,0,شاسی بلند,بله,خیر,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,تا حدودی آشنایی داشتم,ندارم,خیلی زیاد,خیر,خیر,خودرو وسیله ای شخصیست، نحوه رانندگی افراد دیگر ممکن است صدمات موتوری به خودرو بزند,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,حدود 30 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,پیاده روی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 10:38:10,مریم,18-25,زن,5 نفر و بیشتر,مجرد,لیسانس,دانشجو,بین 1.5 تا 3 ملیون تومان,2,خیر,4 وبیشتر,دیگر,خیر,بله,سه تا چهار بار در هفته,اکثر روزها,به ندرت (ماهی یک یا دو بار),به ندرت(در سال چند بار),بین 20 تا 30,خیر,اصلا آشنایی نداشتم,زیاد,متوسط,بله,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,با دوچرخه و قرار‌دادن آن درباربند مخصوص دوچرخه اتومبیل,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,خیر,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 10:43:40,بهداد,25-35,مرد,,مجرد,فوق لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,4 وبیشتر,دیگر,بله,بله,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بیشتر از 50,خیر,اصلا آشنایی نداشتم,زیاد,زیاد,بله,بله,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس",,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 10:45:50,بهرنگ,25-35,مرد,تنها زندگی میکنم,مجرد,لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,1,بله,0,سدان,بله,بله,یکبار یا دوبار در هفته,سوار نمی شوم,یکبار یا دوبار در هفته,سوار نمی شوم,بین 40 تا 50,بله,اصلا آشنایی نداشتم,ندارم,متوسط,خیر,خیر,,هزینه هر سفر بدون تخفیف,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,حدود 45 هزار تومان,,حدود 10 دقیقه,حدود 500 متر,کنسل می‌کنم,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/3/2018 10:50:17,arash,25-35,مرد,تنها زندگی میکنم,مجرد,لیسانس,شاغل تمام وقت,بین 1.5 تا 3 ملیون تومان,1,بله,4 وبیشتر,سدان,بله,خیر,سه تا چهار بار در هفته,به ندرت (ماهی یک یا دو بار),به ندرت (ماهی یک یا دو بار),سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,متوسط,متوسط,خیر,خیر,استهلاک!!!,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 11:06:58,باران,25-35,زن,2 نفر,متاهل,لیسانس,موارد دیگر,بین 3 تا 6ملیون تومان,2,بله,1,سدان,بله,خیر,یکبار یا دوبار در هفته,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,خیر,تا حدودی آشنایی داشتم,زیاد,متوسط,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,حدود 500 متر,پیاده روی,بالا بودن هزینه کرایه,,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/3/2018 11:22:06,مریم گل پروری,25-35,زن,3 نفر,مجرد,لیسانس,موارد دیگر,کمتر از 1.5 ملیون تومان,2,بله,3,دیگر,خیر,بله,سه تا چهار بار در هفته,سه تا چهار بار در هفته,اکثر روزها,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,زیاد,زیاد,خیر,بله,,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,25 دقیقه و بیشتر,حدود 1 کیلومتر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,بله,,کم (از وسایل نقلیه عمومی مانند مترو و اتوبوس و یا تاکسی استفاده می کنم),
12/3/2018 11:52:56,پری,18-25,زن,5 نفر و بیشتر,مجرد,لیسانس,خانه دار,کمتر از 1.5 ملیون تومان,1,بله,4 وبیشتر,دیگر,خیر,بله,اکثر روزها,به ندرت (ماهی یک یا دو بار),دوچرخه ندارم,سوار نمی شوم,بین 30 تا 40,بله,تا حدودی آشنایی داشتم,متوسط,خیلی زیاد,بله,خیر,خودروی شخصی ندارم ,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,بدون رزرو کردن و به صورت حضوری,5 دقیقه و کمتر,حدود 500 متر,تاکسی,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما",,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/3/2018 12:09:01,امیر,25-35,مرد,4 نفر,مجرد,لیسانس,بیکار,کمتر از 1.5 ملیون تومان,2,خیر,1,هاچ بک,خیر,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,به ندرت (ماهی یک یا دو بار),اکثر روزها,,کمتر از 10,خیر,کاملا آشنایی داشتم,خیلی زیاد,خیلی زیاد,بله,بله,,هزینه هر سفر بدون تخفیف,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/3/2018 12:13:59,محمدحسن,25-35,مرد,3 نفر,متاهل,لیسانس,شاغل تمام وقت,بین 3 تا 6ملیون تومان,2,بله,2,هاچ بک,بله,خیر,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 20 تا 30,بله,اصلا آشنایی نداشتم,متوسط,زیاد,خیر,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,کمتر از 200 متر,پیاده روی,تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما,,,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/3/2018 12:23:25,سارا,18-25,زن,,مجرد,لیسانس,بیکار,بین 1.5 تا 3 ملیون تومان,2,بله,2,دیگر,بله,خیر,سوار نمی شوم یا به ندرت استفاده می کنم,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,کمتر از 10,بله,اصلا آشنایی نداشتم,کم,متوسط,بله,خیر,,هزینه عضویت سالیانه و تخفیف برای هر سفر,بر اساس مسافت(کیلومتر طی شده),زیر 15 هزار تومان,حدود 30 هزار تومان,از طریق تلفن,5 دقیقه و کمتر,کمتر از 200 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,"تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف",,خیر,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
12/3/2018 12:30:51,سروش,25-35,مرد,2 نفر,متاهل,لیسانس,شاغل تمام وقت,بین 1.5 تا 3 ملیون تومان,1,بله,1,هاچ بک,بله,بله,اکثر روزها,سوار نمی شوم,دوچرخه ندارم,سوار نمی شوم,بین 10 تا 20,بله,تا حدودی آشنایی داشتم,زیاد,کم,خیر,بله,کسب در امد و کمک به مسائل زیست محیطی,هزینه عضویت سالیانه و تخفیف برای هر سفر,براساس ترکیب زمان و مسافت,زیر 15 هزار تومان,زیر 15 هزار تومان,از طریق اپلیکیشن گوشی همراه,5 دقیقه و کمتر,کمتر از 200 متر,کنسل می‌کنم,"بالا بودن هزینه کرایه, تحویل گرفتن خودرو مشکل‌دار و مقصر دانستن شما, تصادف, دور بودن خودروهای در دسترس",همه ی گزینه ها قابل تامل و برابر هستند,بله,,زیاد (در هر صورت با خودروی شخصی ام میروم و در نزدیکترین مکان پارک می کنم),
12/3/2018 12:48:51,تست پویان 3,18-25,مرد,,مجرد,دیپلم,شاغل پاره وقت,بین 6 تا 15 ملیون تومان,,بله,3,هاچ بک,بله,بله,اکثر روزها,یکبار یا دوبار در هفته,یکبار یا دوبار در هفته,به ندرت(در سال چند بار),بین 20 تا 30,بله,اصلا آشنایی نداشتم,متوسط,کم,خیر,بله,,هزینه هر سفر بدون تخفیف,بر اساس زمان(ساعت),حدود 45 هزار تومان,حدود 30 هزار تومان,از طریق اپلیکیشن گوشی همراه,حدود 10 دقیقه,حدود 500 متر,وسایل حمل و نقل همگانی ماندد اتوبوس و مترو,تصادف,,بله,,متوسط( ترجیح می دهم با اتومبیل شخصی بروم),
